Naturaleza de la finca;Provincias;Duración en años;Número e importe;Periodo;Total
Total fincas urbanas;Total Nacional;Mayor de 15 años;Importe de hipotecas;2001;42.353.359
Total fincas urbanas;Total Nacional;Mayor de 15 años;Importe de hipotecas;2000;37.124.686
Total fincas urbanas;Total Nacional;Mayor de 15 años;Importe de hipotecas;1999;28.607.978
Total fincas urbanas;Total Nacional;Mayor de 15 años;Importe de hipotecas;1998;21.343.052
Total fincas urbanas;Total Nacional;Mayor de 15 años;Importe de hipotecas;1997;14.726.588
Total fincas urbanas;Total Nacional;Mayor de 15 años;Importe de hipotecas;1996;10.032.815
Total fincas urbanas;Total Nacional;Mayor de 15 años;Importe de hipotecas;1995;7.567.662
Total fincas urbanas;Total Nacional;Mayor de 15 años;Importe de hipotecas;1994;5.349.002
Total fincas urbanas;Total Nacional;No consta;Número de hipotecas;2003;3.591
Total fincas urbanas;Total Nacional;No consta;Número de hipotecas;2002;2.675
Total fincas urbanas;Total Nacional;No consta;Número de hipotecas;2001;1.971
Total fincas urbanas;Total Nacional;No consta;Número de hipotecas;2000;2.439
Total fincas urbanas;Total Nacional;No consta;Número de hipotecas;1999;1.814
Total fincas urbanas;Total Nacional;No consta;Número de hipotecas;1998;1.305
Total fincas urbanas;Total Nacional;No consta;Número de hipotecas;1997;1.715
Total fincas urbanas;Total Nacional;No consta;Número de hipotecas;1996;1.243
Total fincas urbanas;Total Nacional;No consta;Número de hipotecas;1995;942
Total fincas urbanas;Total Nacional;No consta;Número de hipotecas;1994;1.256
Total fincas urbanas;Total Nacional;No consta;Importe de hipotecas;2003;432.782
Total fincas urbanas;Total Nacional;No consta;Importe de hipotecas;2002;320.640
Total fincas urbanas;Total Nacional;No consta;Importe de hipotecas;2001;220.466
Total fincas urbanas;Total Nacional;No consta;Importe de hipotecas;2000;198.514
Total fincas urbanas;Total Nacional;No consta;Importe de hipotecas;1999;154.598
Total fincas urbanas;Total Nacional;No consta;Importe de hipotecas;1998;109.030
Total fincas urbanas;Total Nacional;No consta;Importe de hipotecas;1997;132.595
Total fincas urbanas;Total Nacional;No consta;Importe de hipotecas;1996;110.376
Total fincas urbanas;Total Nacional;No consta;Importe de hipotecas;1995;133.918
Total fincas urbanas;Total Nacional;No consta;Importe de hipotecas;1994;80.433
Total fincas urbanas;02 Albacete;Total;Número de hipotecas;2003;7.545
Total fincas urbanas;02 Albacete;Total;Número de hipotecas;2002;6.003
Total fincas urbanas;02 Albacete;Total;Número de hipotecas;2001;6.092
Total fincas urbanas;02 Albacete;Total;Número de hipotecas;2000;6.940
Total fincas urbanas;02 Albacete;Total;Número de hipotecas;1999;6.085
Total fincas urbanas;02 Albacete;Total;Número de hipotecas;1998;5.178
Total fincas urbanas;02 Albacete;Total;Número de hipotecas;1997;4.430
Total fincas urbanas;02 Albacete;Total;Número de hipotecas;1996;3.883
Total fincas urbanas;02 Albacete;Total;Número de hipotecas;1995;4.342
Total fincas urbanas;02 Albacete;Total;Número de hipotecas;1994;5.168
Total fincas urbanas;02 Albacete;Total;Importe de hipotecas;2003;561.705
Total fincas urbanas;02 Albacete;Total;Importe de hipotecas;2002;404.669
Total fincas urbanas;02 Albacete;Total;Importe de hipotecas;2001;388.461
Total fincas urbanas;02 Albacete;Total;Importe de hipotecas;2000;425.228
Total fincas urbanas;02 Albacete;Total;Importe de hipotecas;1999;313.428
Total fincas urbanas;02 Albacete;Total;Importe de hipotecas;1998;244.973
Total fincas urbanas;02 Albacete;Total;Importe de hipotecas;1997;204.152
Total fincas urbanas;02 Albacete;Total;Importe de hipotecas;1996;187.546
Total fincas urbanas;02 Albacete;Total;Importe de hipotecas;1995;178.669
Total fincas urbanas;02 Albacete;Total;Importe de hipotecas;1994;188.964
Total fincas urbanas;02 Albacete;Hasta 9 años;Número de hipotecas;2003;311
Total fincas urbanas;02 Albacete;Hasta 9 años;Número de hipotecas;2002;245
Total fincas urbanas;02 Albacete;Hasta 9 años;Número de hipotecas;2001;223
Total fincas urbanas;02 Albacete;Hasta 9 años;Número de hipotecas;2000;238
Total fincas urbanas;02 Albacete;Hasta 9 años;Número de hipotecas;1999;198
Total fincas urbanas;02 Albacete;Hasta 9 años;Número de hipotecas;1998;242
Total fincas urbanas;02 Albacete;Hasta 9 años;Número de hipotecas;1997;225
Total fincas urbanas;02 Albacete;Hasta 9 años;Número de hipotecas;1996;270
Total fincas urbanas;02 Albacete;Hasta 9 años;Número de hipotecas;1995;310
Total fincas urbanas;02 Albacete;Hasta 9 años;Número de hipotecas;1994;361
Total fincas urbanas;02 Albacete;Hasta 9 años;Importe de hipotecas;2003;35.035
Total fincas urbanas;02 Albacete;Hasta 9 años;Importe de hipotecas;2002;24.124
Total fincas urbanas;02 Albacete;Hasta 9 años;Importe de hipotecas;2001;24.878
Total fincas urbanas;02 Albacete;Hasta 9 años;Importe de hipotecas;2000;28.975
Total fincas urbanas;02 Albacete;Hasta 9 años;Importe de hipotecas;1999;19.455
Total fincas urbanas;02 Albacete;Hasta 9 años;Importe de hipotecas;1998;13.992
Total fincas urbanas;02 Albacete;Hasta 9 años;Importe de hipotecas;1997;10.500
Total fincas urbanas;02 Albacete;Hasta 9 años;Importe de hipotecas;1996;12.765
Total fincas urbanas;02 Albacete;Hasta 9 años;Importe de hipotecas;1995;15.356
Total fincas urbanas;02 Albacete;Hasta 9 años;Importe de hipotecas;1994;14.124
Total fincas urbanas;02 Albacete;De 10 a 15 años;Número de hipotecas;2003;1.838
Total fincas urbanas;02 Albacete;De 10 a 15 años;Número de hipotecas;2002;1.577
Total fincas urbanas;02 Albacete;De 10 a 15 años;Número de hipotecas;2001;1.717
Total fincas urbanas;02 Albacete;De 10 a 15 años;Número de hipotecas;2000;1.951
Total fincas urbanas;02 Albacete;De 10 a 15 años;Número de hipotecas;1999;2.517
Total fincas urbanas;02 Albacete;De 10 a 15 años;Número de hipotecas;1998;2.515
Total fincas urbanas;02 Albacete;De 10 a 15 años;Número de hipotecas;1997;2.432
Total fincas urbanas;02 Albacete;De 10 a 15 años;Número de hipotecas;1996;1.930
Total fincas urbanas;02 Albacete;De 10 a 15 años;Número de hipotecas;1995;2.203
Total fincas urbanas;02 Albacete;De 10 a 15 años;Número de hipotecas;1994;2.816
Total fincas urbanas;02 Albacete;De 10 a 15 años;Importe de hipotecas;2003;144.816
Total fincas urbanas;02 Albacete;De 10 a 15 años;Importe de hipotecas;2002;106.173
Total fincas urbanas;02 Albacete;De 10 a 15 años;Importe de hipotecas;2001;105.888
Total fincas urbanas;02 Albacete;De 10 a 15 años;Importe de hipotecas;2000;112.035
Total fincas urbanas;02 Albacete;De 10 a 15 años;Importe de hipotecas;1999;120.359
Total fincas urbanas;02 Albacete;De 10 a 15 años;Importe de hipotecas;1998;107.755
Total fincas urbanas;02 Albacete;De 10 a 15 años;Importe de hipotecas;1997;108.585
Total fincas urbanas;02 Albacete;De 10 a 15 años;Importe de hipotecas;1996;97.580
Total fincas urbanas;02 Albacete;De 10 a 15 años;Importe de hipotecas;1995;83.613
Total fincas urbanas;02 Albacete;De 10 a 15 años;Importe de hipotecas;1994;111.344
Total fincas urbanas;02 Albacete;Mayor de 15 años;Número de hipotecas;2003;5.380
Total fincas urbanas;02 Albacete;Mayor de 15 años;Número de hipotecas;2002;4.171
Total fincas urbanas;02 Albacete;Mayor de 15 años;Número de hipotecas;2001;4.140
Total fincas urbanas;02 Albacete;Mayor de 15 años;Número de hipotecas;2000;4.686
Total fincas urbanas;02 Albacete;Mayor de 15 años;Número de hipotecas;1999;3.344
Total fincas urbanas;02 Albacete;Mayor de 15 años;Número de hipotecas;1998;2.417
Total fincas urbanas;02 Albacete;Mayor de 15 años;Número de hipotecas;1997;1.762
Total fincas urbanas;02 Albacete;Mayor de 15 años;Número de hipotecas;1996;1.680
Total fincas urbanas;02 Albacete;Mayor de 15 años;Número de hipotecas;1995;1.826
Total fincas urbanas;02 Albacete;Mayor de 15 años;Número de hipotecas;1994;1.988
Total fincas urbanas;02 Albacete;Mayor de 15 años;Importe de hipotecas;2003;379.103
Total fincas urbanas;02 Albacete;Mayor de 15 años;Importe de hipotecas;2002;273.900
Total fincas urbanas;02 Albacete;Mayor de 15 años;Importe de hipotecas;2001;255.907
Total fincas urbanas;02 Albacete;Mayor de 15 años;Importe de hipotecas;2000;280.763
Total fincas urbanas;02 Albacete;Mayor de 15 años;Importe de hipotecas;1999;165.453
Total fincas urbanas;02 Albacete;Mayor de 15 años;Importe de hipotecas;1998;123.075
Total fincas urbanas;02 Albacete;Mayor de 15 años;Importe de hipotecas;1997;84.604
Total fincas urbanas;02 Albacete;Mayor de 15 años;Importe de hipotecas;1996;77.110
Total fincas urbanas;02 Albacete;Mayor de 15 años;Importe de hipotecas;1995;79.316
Total fincas urbanas;02 Albacete;Mayor de 15 años;Importe de hipotecas;1994;63.389
Total fincas urbanas;02 Albacete;No consta;Número de hipotecas;2003;16
Total fincas urbanas;02 Albacete;No consta;Número de hipotecas;2002;10
Total fincas urbanas;02 Albacete;No consta;Número de hipotecas;2001;12
Total fincas urbanas;02 Albacete;No consta;Número de hipotecas;2000;65
Total fincas urbanas;02 Albacete;No consta;Número de hipotecas;1999;26
Total fincas urbanas;02 Albacete;No consta;Número de hipotecas;1998;4
Total fincas urbanas;02 Albacete;No consta;Número de hipotecas;1997;11
Total fincas urbanas;02 Albacete;No consta;Número de hipotecas;1996;3
Total fincas urbanas;02 Albacete;No consta;Número de hipotecas;1995;3
Total fincas urbanas;02 Albacete;No consta;Número de hipotecas;1994;3
Total fincas urbanas;02 Albacete;No consta;Importe de hipotecas;2003;2.751
Total fincas urbanas;02 Albacete;No consta;Importe de hipotecas;2002;472
Total fincas urbanas;02 Albacete;No consta;Importe de hipotecas;2001;1.788
Total fincas urbanas;02 Albacete;No consta;Importe de hipotecas;2000;3.456
Total fincas urbanas;02 Albacete;No consta;Importe de hipotecas;1999;8.168
Total fincas urbanas;02 Albacete;No consta;Importe de hipotecas;1998;156
Total fincas urbanas;02 Albacete;No consta;Importe de hipotecas;1997;457
Total fincas urbanas;02 Albacete;No consta;Importe de hipotecas;1996;96
Total fincas urbanas;02 Albacete;No consta;Importe de hipotecas;1995;385
Total fincas urbanas;02 Albacete;No consta;Importe de hipotecas;1994;108
Total fincas urbanas;03 Alicante/Alacant;Total;Número de hipotecas;2003;46.203
Total fincas urbanas;03 Alicante/Alacant;Total;Número de hipotecas;2002;43.207
Total fincas urbanas;03 Alicante/Alacant;Total;Número de hipotecas;2001;40.214
Total fincas urbanas;03 Alicante/Alacant;Total;Número de hipotecas;2000;37.195
Total fincas urbanas;03 Alicante/Alacant;Total;Número de hipotecas;1999;32.959
Total fincas urbanas;03 Alicante/Alacant;Total;Número de hipotecas;1998;30.444
Total fincas urbanas;03 Alicante/Alacant;Total;Número de hipotecas;1997;26.567
Total fincas urbanas;03 Alicante/Alacant;Total;Número de hipotecas;1996;22.204
Total fincas urbanas;03 Alicante/Alacant;Total;Número de hipotecas;1995;21.841
Total fincas urbanas;03 Alicante/Alacant;Total;Número de hipotecas;1994;22.211
Total fincas urbanas;03 Alicante/Alacant;Total;Importe de hipotecas;2003;4.118.195
Total fincas urbanas;03 Alicante/Alacant;Total;Importe de hipotecas;2002;3.504.207
Total fincas urbanas;03 Alicante/Alacant;Total;Importe de hipotecas;2001;2.748.717
Total fincas urbanas;03 Alicante/Alacant;Total;Importe de hipotecas;2000;2.253.357
Total fincas urbanas;03 Alicante/Alacant;Total;Importe de hipotecas;1999;1.798.457
Total fincas urbanas;03 Alicante/Alacant;Total;Importe de hipotecas;1998;1.438.895
Total fincas urbanas;03 Alicante/Alacant;Total;Importe de hipotecas;1997;1.127.427
Total fincas urbanas;03 Alicante/Alacant;Total;Importe de hipotecas;1996;875.176
Total fincas urbanas;03 Alicante/Alacant;Total;Importe de hipotecas;1995;795.494
Total fincas urbanas;03 Alicante/Alacant;Total;Importe de hipotecas;1994;833.700
Total fincas urbanas;03 Alicante/Alacant;Hasta 9 años;Número de hipotecas;2003;2.163
Total fincas urbanas;03 Alicante/Alacant;Hasta 9 años;Número de hipotecas;2002;2.116
Total fincas urbanas;03 Alicante/Alacant;Hasta 9 años;Número de hipotecas;2001;1.778
Total fincas urbanas;03 Alicante/Alacant;Hasta 9 años;Número de hipotecas;2000;1.811
Total fincas urbanas;03 Alicante/Alacant;Hasta 9 años;Número de hipotecas;1999;1.737
Total fincas urbanas;03 Alicante/Alacant;Hasta 9 años;Número de hipotecas;1998;2.186
Total fincas urbanas;03 Alicante/Alacant;Hasta 9 años;Número de hipotecas;1997;2.196
Total fincas urbanas;03 Alicante/Alacant;Hasta 9 años;Número de hipotecas;1996;2.347
Total fincas urbanas;03 Alicante/Alacant;Hasta 9 años;Número de hipotecas;1995;2.822
Total fincas urbanas;03 Alicante/Alacant;Hasta 9 años;Número de hipotecas;1994;2.991
Total fincas urbanas;03 Alicante/Alacant;Hasta 9 años;Importe de hipotecas;2003;389.937
Total fincas urbanas;03 Alicante/Alacant;Hasta 9 años;Importe de hipotecas;2002;304.207
Total fincas urbanas;03 Alicante/Alacant;Hasta 9 años;Importe de hipotecas;2001;196.601
Total fincas urbanas;03 Alicante/Alacant;Hasta 9 años;Importe de hipotecas;2000;169.642
Total fincas urbanas;03 Alicante/Alacant;Hasta 9 años;Importe de hipotecas;1999;125.527
Total fincas urbanas;03 Alicante/Alacant;Hasta 9 años;Importe de hipotecas;1998;126.777
Total fincas urbanas;03 Alicante/Alacant;Hasta 9 años;Importe de hipotecas;1997;106.680
Total fincas urbanas;03 Alicante/Alacant;Hasta 9 años;Importe de hipotecas;1996;94.762
Total fincas urbanas;03 Alicante/Alacant;Hasta 9 años;Importe de hipotecas;1995;94.539
Total fincas urbanas;03 Alicante/Alacant;Hasta 9 años;Importe de hipotecas;1994;151.732
Total fincas urbanas;03 Alicante/Alacant;De 10 a 15 años;Número de hipotecas;2003;11.835
Total fincas urbanas;03 Alicante/Alacant;De 10 a 15 años;Número de hipotecas;2002;12.713
Total fincas urbanas;03 Alicante/Alacant;De 10 a 15 años;Número de hipotecas;2001;13.916
Total fincas urbanas;03 Alicante/Alacant;De 10 a 15 años;Número de hipotecas;2000;14.765
Total fincas urbanas;03 Alicante/Alacant;De 10 a 15 años;Número de hipotecas;1999;15.136
Total fincas urbanas;03 Alicante/Alacant;De 10 a 15 años;Número de hipotecas;1998;16.142
Total fincas urbanas;03 Alicante/Alacant;De 10 a 15 años;Número de hipotecas;1997;15.126
Total fincas urbanas;03 Alicante/Alacant;De 10 a 15 años;Número de hipotecas;1996;12.597
Total fincas urbanas;03 Alicante/Alacant;De 10 a 15 años;Número de hipotecas;1995;12.949
Total fincas urbanas;03 Alicante/Alacant;De 10 a 15 años;Número de hipotecas;1994;15.131
Total fincas urbanas;03 Alicante/Alacant;De 10 a 15 años;Importe de hipotecas;2003;1.003.537
Total fincas urbanas;03 Alicante/Alacant;De 10 a 15 años;Importe de hipotecas;2002;1.163.400
Total fincas urbanas;03 Alicante/Alacant;De 10 a 15 años;Importe de hipotecas;2001;926.501
Total fincas urbanas;03 Alicante/Alacant;De 10 a 15 años;Importe de hipotecas;2000;862.561
Total fincas urbanas;03 Alicante/Alacant;De 10 a 15 años;Importe de hipotecas;1999;810.579
Total fincas urbanas;03 Alicante/Alacant;De 10 a 15 años;Importe de hipotecas;1998;721.479
Total fincas urbanas;03 Alicante/Alacant;De 10 a 15 años;Importe de hipotecas;1997;611.945
Total fincas urbanas;03 Alicante/Alacant;De 10 a 15 años;Importe de hipotecas;1996;477.588
Total fincas urbanas;03 Alicante/Alacant;De 10 a 15 años;Importe de hipotecas;1995;459.510
Total fincas urbanas;03 Alicante/Alacant;De 10 a 15 años;Importe de hipotecas;1994;523.788
Total fincas urbanas;03 Alicante/Alacant;Mayor de 15 años;Número de hipotecas;2003;32.173
Total fincas urbanas;03 Alicante/Alacant;Mayor de 15 años;Número de hipotecas;2002;28.344
Total fincas urbanas;03 Alicante/Alacant;Mayor de 15 años;Número de hipotecas;2001;24.466
Total fincas urbanas;03 Alicante/Alacant;Mayor de 15 años;Número de hipotecas;2000;20.595
Total fincas urbanas;03 Alicante/Alacant;Mayor de 15 años;Número de hipotecas;1999;16.035
Total fincas urbanas;03 Alicante/Alacant;Mayor de 15 años;Número de hipotecas;1998;12.097
Total fincas urbanas;03 Alicante/Alacant;Mayor de 15 años;Número de hipotecas;1997;9.215
Total fincas urbanas;03 Alicante/Alacant;Mayor de 15 años;Número de hipotecas;1996;7.222
Total fincas urbanas;03 Alicante/Alacant;Mayor de 15 años;Número de hipotecas;1995;6.042
Total fincas urbanas;03 Alicante/Alacant;Mayor de 15 años;Número de hipotecas;1994;4.061
Total fincas urbanas;03 Alicante/Alacant;Mayor de 15 años;Importe de hipotecas;2003;2.714.099
Total fincas urbanas;03 Alicante/Alacant;Mayor de 15 años;Importe de hipotecas;2002;2.033.813
Total fincas urbanas;03 Alicante/Alacant;Mayor de 15 años;Importe de hipotecas;2001;1.624.158
Total fincas urbanas;03 Alicante/Alacant;Mayor de 15 años;Importe de hipotecas;2000;1.212.566
Total fincas urbanas;03 Alicante/Alacant;Mayor de 15 años;Importe de hipotecas;1999;860.745
Total fincas urbanas;03 Alicante/Alacant;Mayor de 15 años;Importe de hipotecas;1998;589.401
Total fincas urbanas;03 Alicante/Alacant;Mayor de 15 años;Importe de hipotecas;1997;407.630
Total fincas urbanas;03 Alicante/Alacant;Mayor de 15 años;Importe de hipotecas;1996;301.696
Total fincas urbanas;03 Alicante/Alacant;Mayor de 15 años;Importe de hipotecas;1995;239.107
Total fincas urbanas;03 Alicante/Alacant;Mayor de 15 años;Importe de hipotecas;1994;156.924
Total fincas urbanas;03 Alicante/Alacant;No consta;Número de hipotecas;2003;32
Total fincas urbanas;03 Alicante/Alacant;No consta;Número de hipotecas;2002;34
Total fincas urbanas;03 Alicante/Alacant;No consta;Número de hipotecas;2001;54
Total fincas urbanas;03 Alicante/Alacant;No consta;Número de hipotecas;2000;24
Total fincas urbanas;03 Alicante/Alacant;No consta;Número de hipotecas;1999;51
Total fincas urbanas;03 Alicante/Alacant;No consta;Número de hipotecas;1998;19
Total fincas urbanas;03 Alicante/Alacant;No consta;Número de hipotecas;1997;30
Total fincas urbanas;03 Alicante/Alacant;No consta;Número de hipotecas;1996;38
Total fincas urbanas;03 Alicante/Alacant;No consta;Número de hipotecas;1995;28
Total fincas urbanas;03 Alicante/Alacant;No consta;Número de hipotecas;1994;28
Total fincas urbanas;03 Alicante/Alacant;No consta;Importe de hipotecas;2003;10.622
Total fincas urbanas;03 Alicante/Alacant;No consta;Importe de hipotecas;2002;2.787
Total fincas urbanas;03 Alicante/Alacant;No consta;Importe de hipotecas;2001;1.457
Total fincas urbanas;03 Alicante/Alacant;No consta;Importe de hipotecas;2000;8.588
Total fincas urbanas;03 Alicante/Alacant;No consta;Importe de hipotecas;1999;1.605
Total fincas urbanas;03 Alicante/Alacant;No consta;Importe de hipotecas;1998;1.232
Total fincas urbanas;03 Alicante/Alacant;No consta;Importe de hipotecas;1997;1.178
Total fincas urbanas;03 Alicante/Alacant;No consta;Importe de hipotecas;1996;1.124
Total fincas urbanas;03 Alicante/Alacant;No consta;Importe de hipotecas;1995;2.338
Total fincas urbanas;03 Alicante/Alacant;No consta;Importe de hipotecas;1994;1.256
Total fincas urbanas;04 Almería;Total;Número de hipotecas;2003;19.001
Total fincas urbanas;04 Almería;Total;Número de hipotecas;2002;14.724
Total fincas urbanas;04 Almería;Total;Número de hipotecas;2001;13.938
Total fincas urbanas;04 Almería;Total;Número de hipotecas;2000;13.733
Total fincas urbanas;04 Almería;Total;Número de hipotecas;1999;7.837
Total fincas urbanas;04 Almería;Total;Número de hipotecas;1998;5.685
Total fincas urbanas;04 Almería;Total;Número de hipotecas;1997;5.067
Total fincas urbanas;04 Almería;Total;Número de hipotecas;1996;4.321
Total fincas urbanas;04 Almería;Total;Número de hipotecas;1995;3.301
Total fincas urbanas;04 Almería;Total;Número de hipotecas;1994;4.084
Total fincas urbanas;04 Almería;Total;Importe de hipotecas;2003;1.780.810
Total fincas urbanas;04 Almería;Total;Importe de hipotecas;2002;1.105.028
Total fincas urbanas;04 Almería;Total;Importe de hipotecas;2001;1.038.330
Total fincas urbanas;04 Almería;Total;Importe de hipotecas;2000;825.514
Total fincas urbanas;04 Almería;Total;Importe de hipotecas;1999;407.877
Total fincas urbanas;04 Almería;Total;Importe de hipotecas;1998;262.564
Total fincas urbanas;04 Almería;Total;Importe de hipotecas;1997;230.813
Total fincas urbanas;04 Almería;Total;Importe de hipotecas;1996;192.348
Total fincas urbanas;04 Almería;Total;Importe de hipotecas;1995;133.443
Total fincas urbanas;04 Almería;Total;Importe de hipotecas;1994;166.156
Total fincas urbanas;04 Almería;Hasta 9 años;Número de hipotecas;2003;532
Total fincas urbanas;04 Almería;Hasta 9 años;Número de hipotecas;2002;497
Total fincas urbanas;04 Almería;Hasta 9 años;Número de hipotecas;2001;433
Total fincas urbanas;04 Almería;Hasta 9 años;Número de hipotecas;2000;506
Total fincas urbanas;04 Almería;Hasta 9 años;Número de hipotecas;1999;314
Total fincas urbanas;04 Almería;Hasta 9 años;Número de hipotecas;1998;358
Total fincas urbanas;04 Almería;Hasta 9 años;Número de hipotecas;1997;336
Total fincas urbanas;04 Almería;Hasta 9 años;Número de hipotecas;1996;269
Total fincas urbanas;04 Almería;Hasta 9 años;Número de hipotecas;1995;251
Total fincas urbanas;04 Almería;Hasta 9 años;Número de hipotecas;1994;491
Total fincas urbanas;04 Almería;Hasta 9 años;Importe de hipotecas;2003;130.727
Total fincas urbanas;04 Almería;Hasta 9 años;Importe de hipotecas;2002;90.184
Total fincas urbanas;04 Almería;Hasta 9 años;Importe de hipotecas;2001;95.140
Total fincas urbanas;04 Almería;Hasta 9 años;Importe de hipotecas;2000;42.107
Total fincas urbanas;04 Almería;Hasta 9 años;Importe de hipotecas;1999;28.073
Total fincas urbanas;04 Almería;Hasta 9 años;Importe de hipotecas;1998;18.848
Total fincas urbanas;04 Almería;Hasta 9 años;Importe de hipotecas;1997;13.655
Total fincas urbanas;04 Almería;Hasta 9 años;Importe de hipotecas;1996;19.665
Total fincas urbanas;04 Almería;Hasta 9 años;Importe de hipotecas;1995;13.072
Total fincas urbanas;04 Almería;Hasta 9 años;Importe de hipotecas;1994;19.665
Total fincas urbanas;04 Almería;De 10 a 15 años;Número de hipotecas;2003;3.838
Total fincas urbanas;04 Almería;De 10 a 15 años;Número de hipotecas;2002;3.934
Total fincas urbanas;04 Almería;De 10 a 15 años;Número de hipotecas;2001;3.824
Total fincas urbanas;04 Almería;De 10 a 15 años;Número de hipotecas;2000;4.488
Total fincas urbanas;04 Almería;De 10 a 15 años;Número de hipotecas;1999;3.427
Total fincas urbanas;04 Almería;De 10 a 15 años;Número de hipotecas;1998;3.156
Total fincas urbanas;04 Almería;De 10 a 15 años;Número de hipotecas;1997;2.946
Total fincas urbanas;04 Almería;De 10 a 15 años;Número de hipotecas;1996;2.536
Total fincas urbanas;04 Almería;De 10 a 15 años;Número de hipotecas;1995;1.880
Total fincas urbanas;04 Almería;De 10 a 15 años;Número de hipotecas;1994;2.466
Total fincas urbanas;04 Almería;De 10 a 15 años;Importe de hipotecas;2003;348.916
Total fincas urbanas;04 Almería;De 10 a 15 años;Importe de hipotecas;2002;290.718
Total fincas urbanas;04 Almería;De 10 a 15 años;Importe de hipotecas;2001;262.911
Total fincas urbanas;04 Almería;De 10 a 15 años;Importe de hipotecas;2000;261.933
Total fincas urbanas;04 Almería;De 10 a 15 años;Importe de hipotecas;1999;157.609
Total fincas urbanas;04 Almería;De 10 a 15 años;Importe de hipotecas;1998;137.494
Total fincas urbanas;04 Almería;De 10 a 15 años;Importe de hipotecas;1997;138.960
Total fincas urbanas;04 Almería;De 10 a 15 años;Importe de hipotecas;1996;110.460
Total fincas urbanas;04 Almería;De 10 a 15 años;Importe de hipotecas;1995;69.267
Total fincas urbanas;04 Almería;De 10 a 15 años;Importe de hipotecas;1994;105.466
Total fincas urbanas;04 Almería;Mayor de 15 años;Número de hipotecas;2003;14.478
Total fincas urbanas;04 Almería;Mayor de 15 años;Número de hipotecas;2002;10.206
Total fincas urbanas;04 Almería;Mayor de 15 años;Número de hipotecas;2001;9.647
Total fincas urbanas;04 Almería;Mayor de 15 años;Número de hipotecas;2000;8.576
Total fincas urbanas;04 Almería;Mayor de 15 años;Número de hipotecas;1999;3.999
Total fincas urbanas;04 Almería;Mayor de 15 años;Número de hipotecas;1998;2.164
Total fincas urbanas;04 Almería;Mayor de 15 años;Número de hipotecas;1997;1.781
Total fincas urbanas;04 Almería;Mayor de 15 años;Número de hipotecas;1996;1.516
Total fincas urbanas;04 Almería;Mayor de 15 años;Número de hipotecas;1995;1.145
Total fincas urbanas;04 Almería;Mayor de 15 años;Número de hipotecas;1994;1.127
Total fincas urbanas;04 Almería;Mayor de 15 años;Importe de hipotecas;2003;1.287.870
Total fincas urbanas;04 Almería;Mayor de 15 años;Importe de hipotecas;2002;713.384
Total fincas urbanas;04 Almería;Mayor de 15 años;Importe de hipotecas;2001;678.480
Total fincas urbanas;04 Almería;Mayor de 15 años;Importe de hipotecas;2000;513.775
Total fincas urbanas;04 Almería;Mayor de 15 años;Importe de hipotecas;1999;217.308
Total fincas urbanas;04 Almería;Mayor de 15 años;Importe de hipotecas;1998;105.706
Total fincas urbanas;04 Almería;Mayor de 15 años;Importe de hipotecas;1997;78.114
Total fincas urbanas;04 Almería;Mayor de 15 años;Importe de hipotecas;1996;62.217
Total fincas urbanas;04 Almería;Mayor de 15 años;Importe de hipotecas;1995;49.235
Total fincas urbanas;04 Almería;Mayor de 15 años;Importe de hipotecas;1994;41.025
Total fincas urbanas;04 Almería;No consta;Número de hipotecas;2003;153
Total fincas urbanas;04 Almería;No consta;Número de hipotecas;2002;87
Total fincas urbanas;04 Almería;No consta;Número de hipotecas;2001;34
Total fincas urbanas;04 Almería;No consta;Número de hipotecas;2000;163
Total fincas urbanas;04 Almería;No consta;Número de hipotecas;1999;97
Total fincas urbanas;04 Almería;No consta;Número de hipotecas;1998;7
Total fincas urbanas;04 Almería;No consta;Número de hipotecas;1997;4
Total fincas urbanas;04 Almería;No consta;Número de hipotecas;1996;""
Total fincas urbanas;04 Almería;No consta;Número de hipotecas;1995;25
Total fincas urbanas;04 Almería;No consta;Número de hipotecas;1994;""
Total fincas urbanas;04 Almería;No consta;Importe de hipotecas;2003;13.297
Total fincas urbanas;04 Almería;No consta;Importe de hipotecas;2002;10.742
Total fincas urbanas;04 Almería;No consta;Importe de hipotecas;2001;1.799
Total fincas urbanas;04 Almería;No consta;Importe de hipotecas;2000;7.699
Total fincas urbanas;04 Almería;No consta;Importe de hipotecas;1999;4.880
Total fincas urbanas;04 Almería;No consta;Importe de hipotecas;1998;517
Total fincas urbanas;04 Almería;No consta;Importe de hipotecas;1997;90
Total fincas urbanas;04 Almería;No consta;Importe de hipotecas;1996;""
Total fincas urbanas;04 Almería;No consta;Importe de hipotecas;1995;1.869
Total fincas urbanas;04 Almería;No consta;Importe de hipotecas;1994;""
Total fincas urbanas;01 Araba/Álava;Total;Número de hipotecas;2003;4.598
Total fincas urbanas;01 Araba/Álava;Total;Número de hipotecas;2002;5.310
Total fincas urbanas;01 Araba/Álava;Total;Número de hipotecas;2001;4.365
Total fincas urbanas;01 Araba/Álava;Total;Número de hipotecas;2000;4.796
Total fincas urbanas;01 Araba/Álava;Total;Número de hipotecas;1999;5.055
Total fincas urbanas;01 Araba/Álava;Total;Número de hipotecas;1998;4.555
Total fincas urbanas;01 Araba/Álava;Total;Número de hipotecas;1997;4.970
Total fincas urbanas;01 Araba/Álava;Total;Número de hipotecas;1996;3.617
