Naturaleza de la finca;Provincias;Duración en años;Número e importe;Periodo;Total
Fincas de regadío;23 Jaén;No consta;Importe de hipotecas;1996;""
Fincas de regadío;23 Jaén;No consta;Importe de hipotecas;1995;""
Fincas de regadío;23 Jaén;No consta;Importe de hipotecas;1994;""
Fincas de regadío;24 León;Total;Número de hipotecas;2003;73
Fincas de regadío;24 León;Total;Número de hipotecas;2002;61
Fincas de regadío;24 León;Total;Número de hipotecas;2001;42
Fincas de regadío;24 León;Total;Número de hipotecas;2000;58
Fincas de regadío;24 León;Total;Número de hipotecas;1999;74
Fincas de regadío;24 León;Total;Número de hipotecas;1998;63
Fincas de regadío;24 León;Total;Número de hipotecas;1997;68
Fincas de regadío;24 León;Total;Número de hipotecas;1996;44
Fincas de regadío;24 León;Total;Número de hipotecas;1995;58
Fincas de regadío;24 León;Total;Número de hipotecas;1994;88
Fincas de regadío;24 León;Total;Importe de hipotecas;2003;5.440
Fincas de regadío;24 León;Total;Importe de hipotecas;2002;2.007
Fincas de regadío;24 León;Total;Importe de hipotecas;2001;7.531
Fincas de regadío;24 León;Total;Importe de hipotecas;2000;24.798
Fincas de regadío;24 León;Total;Importe de hipotecas;1999;3.113
Fincas de regadío;24 León;Total;Importe de hipotecas;1998;1.280
Fincas de regadío;24 León;Total;Importe de hipotecas;1997;1.785
Fincas de regadío;24 León;Total;Importe de hipotecas;1996;1.166
Fincas de regadío;24 León;Total;Importe de hipotecas;1995;697
Fincas de regadío;24 León;Total;Importe de hipotecas;1994;1.160
Fincas de regadío;24 León;Hasta 9 años;Número de hipotecas;2003;14
Fincas de regadío;24 León;Hasta 9 años;Número de hipotecas;2002;14
Fincas de regadío;24 León;Hasta 9 años;Número de hipotecas;2001;12
Fincas de regadío;24 León;Hasta 9 años;Número de hipotecas;2000;9
Fincas de regadío;24 León;Hasta 9 años;Número de hipotecas;1999;12
Fincas de regadío;24 León;Hasta 9 años;Número de hipotecas;1998;8
Fincas de regadío;24 León;Hasta 9 años;Número de hipotecas;1997;14
Fincas de regadío;24 León;Hasta 9 años;Número de hipotecas;1996;10
Fincas de regadío;24 León;Hasta 9 años;Número de hipotecas;1995;23
Fincas de regadío;24 León;Hasta 9 años;Número de hipotecas;1994;47
Fincas de regadío;24 León;Hasta 9 años;Importe de hipotecas;2003;408
Fincas de regadío;24 León;Hasta 9 años;Importe de hipotecas;2002;365
Fincas de regadío;24 León;Hasta 9 años;Importe de hipotecas;2001;6.269
Fincas de regadío;24 León;Hasta 9 años;Importe de hipotecas;2000;313
Fincas de regadío;24 León;Hasta 9 años;Importe de hipotecas;1999;150
Fincas de regadío;24 León;Hasta 9 años;Importe de hipotecas;1998;150
Fincas de regadío;24 León;Hasta 9 años;Importe de hipotecas;1997;96
Fincas de regadío;24 León;Hasta 9 años;Importe de hipotecas;1996;132
Fincas de regadío;24 León;Hasta 9 años;Importe de hipotecas;1995;325
Fincas de regadío;24 León;Hasta 9 años;Importe de hipotecas;1994;415
Fincas de regadío;24 León;De 10 a 15 años;Número de hipotecas;2003;42
Fincas de regadío;24 León;De 10 a 15 años;Número de hipotecas;2002;37
Fincas de regadío;24 León;De 10 a 15 años;Número de hipotecas;2001;24
Fincas de regadío;24 León;De 10 a 15 años;Número de hipotecas;2000;39
Fincas de regadío;24 León;De 10 a 15 años;Número de hipotecas;1999;55
Fincas de regadío;24 León;De 10 a 15 años;Número de hipotecas;1998;44
Fincas de regadío;24 León;De 10 a 15 años;Número de hipotecas;1997;49
Fincas de regadío;24 León;De 10 a 15 años;Número de hipotecas;1996;34
Fincas de regadío;24 León;De 10 a 15 años;Número de hipotecas;1995;35
Fincas de regadío;24 León;De 10 a 15 años;Número de hipotecas;1994;41
Fincas de regadío;24 León;De 10 a 15 años;Importe de hipotecas;2003;2.891
Fincas de regadío;24 León;De 10 a 15 años;Importe de hipotecas;2002;1.231
Fincas de regadío;24 León;De 10 a 15 años;Importe de hipotecas;2001;987
Fincas de regadío;24 León;De 10 a 15 años;Importe de hipotecas;2000;23.920
Fincas de regadío;24 León;De 10 a 15 años;Importe de hipotecas;1999;1.070
Fincas de regadío;24 León;De 10 a 15 años;Importe de hipotecas;1998;841
Fincas de regadío;24 León;De 10 a 15 años;Importe de hipotecas;1997;1.593
Fincas de regadío;24 León;De 10 a 15 años;Importe de hipotecas;1996;1.034
Fincas de regadío;24 León;De 10 a 15 años;Importe de hipotecas;1995;379
Fincas de regadío;24 León;De 10 a 15 años;Importe de hipotecas;1994;745
Fincas de regadío;24 León;Mayor de 15 años;Número de hipotecas;2003;17
Fincas de regadío;24 León;Mayor de 15 años;Número de hipotecas;2002;10
Fincas de regadío;24 León;Mayor de 15 años;Número de hipotecas;2001;6
Fincas de regadío;24 León;Mayor de 15 años;Número de hipotecas;2000;10
Fincas de regadío;24 León;Mayor de 15 años;Número de hipotecas;1999;7
Fincas de regadío;24 León;Mayor de 15 años;Número de hipotecas;1998;10
Fincas de regadío;24 León;Mayor de 15 años;Número de hipotecas;1997;4
Fincas de regadío;24 León;Mayor de 15 años;Número de hipotecas;1996;""
Fincas de regadío;24 León;Mayor de 15 años;Número de hipotecas;1995;""
Fincas de regadío;24 León;Mayor de 15 años;Número de hipotecas;1994;""
Fincas de regadío;24 León;Mayor de 15 años;Importe de hipotecas;2003;2.141
Fincas de regadío;24 León;Mayor de 15 años;Importe de hipotecas;2002;411
Fincas de regadío;24 León;Mayor de 15 años;Importe de hipotecas;2001;275
Fincas de regadío;24 León;Mayor de 15 años;Importe de hipotecas;2000;565
Fincas de regadío;24 León;Mayor de 15 años;Importe de hipotecas;1999;1.899
Fincas de regadío;24 León;Mayor de 15 años;Importe de hipotecas;1998;198
Fincas de regadío;24 León;Mayor de 15 años;Importe de hipotecas;1997;78
Fincas de regadío;24 León;Mayor de 15 años;Importe de hipotecas;1996;""
Fincas de regadío;24 León;Mayor de 15 años;Importe de hipotecas;1995;""
Fincas de regadío;24 León;Mayor de 15 años;Importe de hipotecas;1994;""
Fincas de regadío;24 León;No consta;Número de hipotecas;2003;""
Fincas de regadío;24 León;No consta;Número de hipotecas;2002;""
Fincas de regadío;24 León;No consta;Número de hipotecas;2001;""
Fincas de regadío;24 León;No consta;Número de hipotecas;2000;""
Fincas de regadío;24 León;No consta;Número de hipotecas;1999;""
Fincas de regadío;24 León;No consta;Número de hipotecas;1998;1
Fincas de regadío;24 León;No consta;Número de hipotecas;1997;1
Fincas de regadío;24 León;No consta;Número de hipotecas;1996;""
Fincas de regadío;24 León;No consta;Número de hipotecas;1995;""
Fincas de regadío;24 León;No consta;Número de hipotecas;1994;""
Fincas de regadío;24 León;No consta;Importe de hipotecas;2003;""
Fincas de regadío;24 León;No consta;Importe de hipotecas;2002;""
Fincas de regadío;24 León;No consta;Importe de hipotecas;2001;""
Fincas de regadío;24 León;No consta;Importe de hipotecas;2000;""
Fincas de regadío;24 León;No consta;Importe de hipotecas;1999;""
Fincas de regadío;24 León;No consta;Importe de hipotecas;1998;96
Fincas de regadío;24 León;No consta;Importe de hipotecas;1997;12
Fincas de regadío;24 León;No consta;Importe de hipotecas;1996;""
Fincas de regadío;24 León;No consta;Importe de hipotecas;1995;""
Fincas de regadío;24 León;No consta;Importe de hipotecas;1994;""
Fincas de regadío;25 Lleida;Total;Número de hipotecas;2003;133
Fincas de regadío;25 Lleida;Total;Número de hipotecas;2002;133
Fincas de regadío;25 Lleida;Total;Número de hipotecas;2001;95
Fincas de regadío;25 Lleida;Total;Número de hipotecas;2000;160
Fincas de regadío;25 Lleida;Total;Número de hipotecas;1999;169
Fincas de regadío;25 Lleida;Total;Número de hipotecas;1998;174
Fincas de regadío;25 Lleida;Total;Número de hipotecas;1997;112
Fincas de regadío;25 Lleida;Total;Número de hipotecas;1996;169
Fincas de regadío;25 Lleida;Total;Número de hipotecas;1995;190
Fincas de regadío;25 Lleida;Total;Número de hipotecas;1994;303
Fincas de regadío;25 Lleida;Total;Importe de hipotecas;2003;11.831
Fincas de regadío;25 Lleida;Total;Importe de hipotecas;2002;16.369
Fincas de regadío;25 Lleida;Total;Importe de hipotecas;2001;8.091
Fincas de regadío;25 Lleida;Total;Importe de hipotecas;2000;9.250
Fincas de regadío;25 Lleida;Total;Importe de hipotecas;1999;13.204
Fincas de regadío;25 Lleida;Total;Importe de hipotecas;1998;15.963
Fincas de regadío;25 Lleida;Total;Importe de hipotecas;1997;7.777
Fincas de regadío;25 Lleida;Total;Importe de hipotecas;1996;10.109
Fincas de regadío;25 Lleida;Total;Importe de hipotecas;1995;9.784
Fincas de regadío;25 Lleida;Total;Importe de hipotecas;1994;15.999
Fincas de regadío;25 Lleida;Hasta 9 años;Número de hipotecas;2003;35
Fincas de regadío;25 Lleida;Hasta 9 años;Número de hipotecas;2002;21
Fincas de regadío;25 Lleida;Hasta 9 años;Número de hipotecas;2001;13
Fincas de regadío;25 Lleida;Hasta 9 años;Número de hipotecas;2000;25
Fincas de regadío;25 Lleida;Hasta 9 años;Número de hipotecas;1999;37
Fincas de regadío;25 Lleida;Hasta 9 años;Número de hipotecas;1998;35
Fincas de regadío;25 Lleida;Hasta 9 años;Número de hipotecas;1997;19
Fincas de regadío;25 Lleida;Hasta 9 años;Número de hipotecas;1996;39
Fincas de regadío;25 Lleida;Hasta 9 años;Número de hipotecas;1995;53
Fincas de regadío;25 Lleida;Hasta 9 años;Número de hipotecas;1994;80
Fincas de regadío;25 Lleida;Hasta 9 años;Importe de hipotecas;2003;5.342
Fincas de regadío;25 Lleida;Hasta 9 años;Importe de hipotecas;2002;1.924
Fincas de regadío;25 Lleida;Hasta 9 años;Importe de hipotecas;2001;1.197
Fincas de regadío;25 Lleida;Hasta 9 años;Importe de hipotecas;2000;2.843
Fincas de regadío;25 Lleida;Hasta 9 años;Importe de hipotecas;1999;2.344
Fincas de regadío;25 Lleida;Hasta 9 años;Importe de hipotecas;1998;3.101
Fincas de regadío;25 Lleida;Hasta 9 años;Importe de hipotecas;1997;1.274
Fincas de regadío;25 Lleida;Hasta 9 años;Importe de hipotecas;1996;2.176
Fincas de regadío;25 Lleida;Hasta 9 años;Importe de hipotecas;1995;3.907
Fincas de regadío;25 Lleida;Hasta 9 años;Importe de hipotecas;1994;5.686
Fincas de regadío;25 Lleida;De 10 a 15 años;Número de hipotecas;2003;86
Fincas de regadío;25 Lleida;De 10 a 15 años;Número de hipotecas;2002;86
Fincas de regadío;25 Lleida;De 10 a 15 años;Número de hipotecas;2001;67
Fincas de regadío;25 Lleida;De 10 a 15 años;Número de hipotecas;2000;118
Fincas de regadío;25 Lleida;De 10 a 15 años;Número de hipotecas;1999;107
Fincas de regadío;25 Lleida;De 10 a 15 años;Número de hipotecas;1998;109
Fincas de regadío;25 Lleida;De 10 a 15 años;Número de hipotecas;1997;87
Fincas de regadío;25 Lleida;De 10 a 15 años;Número de hipotecas;1996;122
Fincas de regadío;25 Lleida;De 10 a 15 años;Número de hipotecas;1995;117
Fincas de regadío;25 Lleida;De 10 a 15 años;Número de hipotecas;1994;217
Fincas de regadío;25 Lleida;De 10 a 15 años;Importe de hipotecas;2003;5.662
Fincas de regadío;25 Lleida;De 10 a 15 años;Importe de hipotecas;2002;12.205
Fincas de regadío;25 Lleida;De 10 a 15 años;Importe de hipotecas;2001;5.743
Fincas de regadío;25 Lleida;De 10 a 15 años;Importe de hipotecas;2000;5.457
Fincas de regadío;25 Lleida;De 10 a 15 años;Importe de hipotecas;1999;9.093
Fincas de regadío;25 Lleida;De 10 a 15 años;Importe de hipotecas;1998;11.155
Fincas de regadío;25 Lleida;De 10 a 15 años;Importe de hipotecas;1997;6.178
Fincas de regadío;25 Lleida;De 10 a 15 años;Importe de hipotecas;1996;7.519
Fincas de regadío;25 Lleida;De 10 a 15 años;Importe de hipotecas;1995;5.409
Fincas de regadío;25 Lleida;De 10 a 15 años;Importe de hipotecas;1994;9.911
Fincas de regadío;25 Lleida;Mayor de 15 años;Número de hipotecas;2003;11
Fincas de regadío;25 Lleida;Mayor de 15 años;Número de hipotecas;2002;26
Fincas de regadío;25 Lleida;Mayor de 15 años;Número de hipotecas;2001;15
Fincas de regadío;25 Lleida;Mayor de 15 años;Número de hipotecas;2000;17
Fincas de regadío;25 Lleida;Mayor de 15 años;Número de hipotecas;1999;24
Fincas de regadío;25 Lleida;Mayor de 15 años;Número de hipotecas;1998;29
Fincas de regadío;25 Lleida;Mayor de 15 años;Número de hipotecas;1997;5
Fincas de regadío;25 Lleida;Mayor de 15 años;Número de hipotecas;1996;8
Fincas de regadío;25 Lleida;Mayor de 15 años;Número de hipotecas;1995;20
Fincas de regadío;25 Lleida;Mayor de 15 años;Número de hipotecas;1994;6
Fincas de regadío;25 Lleida;Mayor de 15 años;Importe de hipotecas;2003;767
Fincas de regadío;25 Lleida;Mayor de 15 años;Importe de hipotecas;2002;2.240
Fincas de regadío;25 Lleida;Mayor de 15 años;Importe de hipotecas;2001;1.151
Fincas de regadío;25 Lleida;Mayor de 15 años;Importe de hipotecas;2000;956
Fincas de regadío;25 Lleida;Mayor de 15 años;Importe de hipotecas;1999;1.617
Fincas de regadío;25 Lleida;Mayor de 15 años;Importe de hipotecas;1998;1.689
Fincas de regadío;25 Lleida;Mayor de 15 años;Importe de hipotecas;1997;319
Fincas de regadío;25 Lleida;Mayor de 15 años;Importe de hipotecas;1996;415
Fincas de regadío;25 Lleida;Mayor de 15 años;Importe de hipotecas;1995;475
Fincas de regadío;25 Lleida;Mayor de 15 años;Importe de hipotecas;1994;397
Fincas de regadío;25 Lleida;No consta;Número de hipotecas;2003;1
Fincas de regadío;25 Lleida;No consta;Número de hipotecas;2002;""
Fincas de regadío;25 Lleida;No consta;Número de hipotecas;2001;""
Fincas de regadío;25 Lleida;No consta;Número de hipotecas;2000;""
Fincas de regadío;25 Lleida;No consta;Número de hipotecas;1999;1
Fincas de regadío;25 Lleida;No consta;Número de hipotecas;1998;1
Fincas de regadío;25 Lleida;No consta;Número de hipotecas;1997;1
Fincas de regadío;25 Lleida;No consta;Número de hipotecas;1996;""
Fincas de regadío;25 Lleida;No consta;Número de hipotecas;1995;""
Fincas de regadío;25 Lleida;No consta;Número de hipotecas;1994;""
Fincas de regadío;25 Lleida;No consta;Importe de hipotecas;2003;60
Fincas de regadío;25 Lleida;No consta;Importe de hipotecas;2002;""
Fincas de regadío;25 Lleida;No consta;Importe de hipotecas;2001;""
Fincas de regadío;25 Lleida;No consta;Importe de hipotecas;2000;""
Fincas de regadío;25 Lleida;No consta;Importe de hipotecas;1999;150
Fincas de regadío;25 Lleida;No consta;Importe de hipotecas;1998;24
Fincas de regadío;25 Lleida;No consta;Importe de hipotecas;1997;12
Fincas de regadío;25 Lleida;No consta;Importe de hipotecas;1996;""
Fincas de regadío;25 Lleida;No consta;Importe de hipotecas;1995;""
Fincas de regadío;25 Lleida;No consta;Importe de hipotecas;1994;""
Fincas de regadío;27 Lugo;Total;Número de hipotecas;2003;5
Fincas de regadío;27 Lugo;Total;Número de hipotecas;2002;7
Fincas de regadío;27 Lugo;Total;Número de hipotecas;2001;1
Fincas de regadío;27 Lugo;Total;Número de hipotecas;2000;4
Fincas de regadío;27 Lugo;Total;Número de hipotecas;1999;22
Fincas de regadío;27 Lugo;Total;Número de hipotecas;1998;10
Fincas de regadío;27 Lugo;Total;Número de hipotecas;1997;9
Fincas de regadío;27 Lugo;Total;Número de hipotecas;1996;1
Fincas de regadío;27 Lugo;Total;Número de hipotecas;1995;6
Fincas de regadío;27 Lugo;Total;Número de hipotecas;1994;3
Fincas de regadío;27 Lugo;Total;Importe de hipotecas;2003;126
Fincas de regadío;27 Lugo;Total;Importe de hipotecas;2002;375
Fincas de regadío;27 Lugo;Total;Importe de hipotecas;2001;27
Fincas de regadío;27 Lugo;Total;Importe de hipotecas;2000;108
Fincas de regadío;27 Lugo;Total;Importe de hipotecas;1999;427
Fincas de regadío;27 Lugo;Total;Importe de hipotecas;1998;288
Fincas de regadío;27 Lugo;Total;Importe de hipotecas;1997;246
Fincas de regadío;27 Lugo;Total;Importe de hipotecas;1996;66
Fincas de regadío;27 Lugo;Total;Importe de hipotecas;1995;174
Fincas de regadío;27 Lugo;Total;Importe de hipotecas;1994;60
Fincas de regadío;27 Lugo;Hasta 9 años;Número de hipotecas;2003;""
Fincas de regadío;27 Lugo;Hasta 9 años;Número de hipotecas;2002;2
Fincas de regadío;27 Lugo;Hasta 9 años;Número de hipotecas;2001;""
Fincas de regadío;27 Lugo;Hasta 9 años;Número de hipotecas;2000;""
Fincas de regadío;27 Lugo;Hasta 9 años;Número de hipotecas;1999;""
Fincas de regadío;27 Lugo;Hasta 9 años;Número de hipotecas;1998;5
Fincas de regadío;27 Lugo;Hasta 9 años;Número de hipotecas;1997;""
Fincas de regadío;27 Lugo;Hasta 9 años;Número de hipotecas;1996;""
Fincas de regadío;27 Lugo;Hasta 9 años;Número de hipotecas;1995;5
Fincas de regadío;27 Lugo;Hasta 9 años;Número de hipotecas;1994;""
Fincas de regadío;27 Lugo;Hasta 9 años;Importe de hipotecas;2003;""
Fincas de regadío;27 Lugo;Hasta 9 años;Importe de hipotecas;2002;43
Fincas de regadío;27 Lugo;Hasta 9 años;Importe de hipotecas;2001;""
Fincas de regadío;27 Lugo;Hasta 9 años;Importe de hipotecas;2000;""
Fincas de regadío;27 Lugo;Hasta 9 años;Importe de hipotecas;1999;""
Fincas de regadío;27 Lugo;Hasta 9 años;Importe de hipotecas;1998;54
Fincas de regadío;27 Lugo;Hasta 9 años;Importe de hipotecas;1997;""
Fincas de regadío;27 Lugo;Hasta 9 años;Importe de hipotecas;1996;""
Fincas de regadío;27 Lugo;Hasta 9 años;Importe de hipotecas;1995;84
Fincas de regadío;27 Lugo;Hasta 9 años;Importe de hipotecas;1994;""
Fincas de regadío;27 Lugo;De 10 a 15 años;Número de hipotecas;2003;3
Fincas de regadío;27 Lugo;De 10 a 15 años;Número de hipotecas;2002;3
Fincas de regadío;27 Lugo;De 10 a 15 años;Número de hipotecas;2001;1
Fincas de regadío;27 Lugo;De 10 a 15 años;Número de hipotecas;2000;1
Fincas de regadío;27 Lugo;De 10 a 15 años;Número de hipotecas;1999;18
Fincas de regadío;27 Lugo;De 10 a 15 años;Número de hipotecas;1998;4
Fincas de regadío;27 Lugo;De 10 a 15 años;Número de hipotecas;1997;9
Fincas de regadío;27 Lugo;De 10 a 15 años;Número de hipotecas;1996;1
Fincas de regadío;27 Lugo;De 10 a 15 años;Número de hipotecas;1995;""
Fincas de regadío;27 Lugo;De 10 a 15 años;Número de hipotecas;1994;3
Fincas de regadío;27 Lugo;De 10 a 15 años;Importe de hipotecas;2003;77
Fincas de regadío;27 Lugo;De 10 a 15 años;Importe de hipotecas;2002;185
Fincas de regadío;27 Lugo;De 10 a 15 años;Importe de hipotecas;2001;27
Fincas de regadío;27 Lugo;De 10 a 15 años;Importe de hipotecas;2000;36
Fincas de regadío;27 Lugo;De 10 a 15 años;Importe de hipotecas;1999;361
Fincas de regadío;27 Lugo;De 10 a 15 años;Importe de hipotecas;1998;198
Fincas de regadío;27 Lugo;De 10 a 15 años;Importe de hipotecas;1997;246
Fincas de regadío;27 Lugo;De 10 a 15 años;Importe de hipotecas;1996;66
Fincas de regadío;27 Lugo;De 10 a 15 años;Importe de hipotecas;1995;""
Fincas de regadío;27 Lugo;De 10 a 15 años;Importe de hipotecas;1994;60
Fincas de regadío;27 Lugo;Mayor de 15 años;Número de hipotecas;2003;2
Fincas de regadío;27 Lugo;Mayor de 15 años;Número de hipotecas;2002;2
Fincas de regadío;27 Lugo;Mayor de 15 años;Número de hipotecas;2001;""
